Customer ID,Age,Age_Bucket,Gender,Item Purchased,Category,Purchase Amount (USD),Bucketed Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
153,30,25 - 34,Male,Shirt,Clothing,85,High Spend ? 80–100,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually
154,69,55 - 70,Male,Hoodie,Clothing,55, Medium-Low Spend ? 40–59 ,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually
155,41,35 - 44,Male,Dress,Clothing,98,High Spend ? 80–100,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly
156,63,55 - 70,Male,Socks,Clothing,77,Medium-High Spend ? 60–79 ,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly
157,35,35 - 44,Male,Shorts,Clothing,26,Low Spend ? 20–39,Missouri,M,Lavender,Fall,4,Yes,Standard,Yes,Yes,40,Debit Card,Annually
158,36,35 - 44,Male,Hat,Accessories,68,Medium-High Spend ? 60–79 ,Vermont,S,Yellow,Fall,3,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
159,25,18 - 25,Male,Shirt,Clothing,73,Medium-High Spend ? 60–79 ,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly
160,58,55 - 70,Male,Gloves,Accessories,27,Low Spend ? 20–39,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Quarterly
161,27,25 - 34,Male,Gloves,Accessories,23,Low Spend ? 20–39,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly
162,65,55 - 70,Male,Backpack,Accessories,49, Medium-Low Spend ? 40–59 ,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,Yes,29,Venmo,Fortnightly
163,54,44 - 54,Male,Sunglasses,Accessories,74,Medium-High Spend ? 60–79 ,California,M,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,31,PayPal,Fortnightly
164,54,44 - 54,Male,Skirt,Clothing,67,Medium-High Spend ? 60–79 ,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly
165,59,55 - 70,Male,Handbag,Accessories,65,Medium-High Spend ? 60–79 ,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly
166,42,35 - 44,Male,Handbag,Accessories,60,Medium-High Spend ? 60–79 ,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly
167,46,44 - 54,Male,Sneakers,Footwear,31,Low Spend ? 20–39,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly
168,33,25 - 34,Male,Gloves,Accessories,27,Low Spend ? 20–39,Arkansas,M,Green,Fall,4,Yes,Express,Yes,Yes,14,Credit Card,Quarterly
169,34,25 - 34,Male,Shoes,Footwear,80,High Spend ? 80–100,Louisiana,M,Magenta,Summer,3,Yes,Express,Yes,Yes,5,Cash,Fortnightly
170,27,25 - 34,Male,Jacket,Outerwear,30,Low Spend ? 20–39,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Quarterly
171,52,44 - 54,Male,Shirt,Clothing,25,Low Spend ? 20–39,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Fortnightly
172,29,25 - 34,Male,Shorts,Clothing,35,Low Spend ? 20–39,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly
173,54,44 - 54,Male,Jewelry,Accessories,67,Medium-High Spend ? 60–79 ,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Fortnightly
174,25,18 - 25,Male,Hat,Accessories,46, Medium-Low Spend ? 40–59 ,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually
175,41,35 - 44,Male,Shoes,Footwear,35,Low Spend ? 20–39,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually
176,53,44 - 54,Male,Coat,Outerwear,86,High Spend ? 80–100,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually
177,53,44 - 54,Male,Backpack,Accessories,81,High Spend ? 80–100,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly
178,21,18 - 25,Male,Hoodie,Clothing,42, Medium-Low Spend ? 40–59 ,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly
179,61,55 - 70,Male,Skirt,Clothing,43, Medium-Low Spend ? 40–59 ,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly
180,64,55 - 70,Male,Boots,Footwear,31,Low Spend ? 20–39,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
181,51,44 - 54,Male,Sandals,Footwear,81,High Spend ? 80–100,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly
182,32,25 - 34,Male,Pants,Clothing,61,Medium-High Spend ? 60–79 ,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly
183,38,35 - 44,Male,Gloves,Accessories,96,High Spend ? 80–100,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually
184,58,55 - 70,Male,Skirt,Clothing,29,Low Spend ? 20–39,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
185,32,25 - 34,Male,Sneakers,Footwear,33,Low Spend ? 20–39,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,Fortnightly
186,46,44 - 54,Male,T-shirt,Clothing,32,Low Spend ? 20–39,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
187,39,35 - 44,Male,Backpack,Accessories,56, Medium-Low Spend ? 40–59 ,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually
188,19,18 - 25,Male,Shoes,Footwear,94,High Spend ? 80–100,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Fortnightly
189,50,44 - 54,Male,Hoodie,Clothing,53, Medium-Low Spend ? 40–59 ,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Fortnightly
190,36,35 - 44,Male,Blouse,Clothing,82,High Spend ? 80–100,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly
191,65,55 - 70,Male,Coat,Outerwear,70,Medium-High Spend ? 60–79 ,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly
192,64,55 - 70,Male,Hat,Accessories,76,Medium-High Spend ? 60–79 ,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Quarterly
193,46,44 - 54,Male,Shoes,Footwear,29,Low Spend ? 20–39,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Fortnightly
194,36,35 - 44,Male,Belt,Accessories,100,High Spend ? 80–100,North Dakota,S,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,Annually
195,51,44 - 54,Male,Backpack,Accessories,94,High Spend ? 80–100,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly
196,51,44 - 54,Male,Jacket,Outerwear,25,Low Spend ? 20–39,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly
197,38,35 - 44,Male,Boots,Footwear,88,High Spend ? 80–100,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
198,59,55 - 70,Male,Scarf,Accessories,78,Medium-High Spend ? 60–79 ,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
199,57,55 - 70,Male,Jewelry,Accessories,45, Medium-Low Spend ? 40–59 ,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly
200,54,44 - 54,Male,Hat,Accessories,73,Medium-High Spend ? 60–79 ,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly
201,25,18 - 25,Male,Dress,Clothing,61,Medium-High Spend ? 60–79 ,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly
202,69,55 - 70,Male,Blouse,Clothing,22,Low Spend ? 20–39,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
203,57,55 - 70,Male,Hat,Accessories,38,Low Spend ? 20–39,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually
204,70,55 - 70,Male,Scarf,Accessories,38,Low Spend ? 20–39,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
205,24,18 - 25,Male,Sneakers,Footwear,100,High Spend ? 80–100,Arizona,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,Fortnightly
206,67,55 - 70,Male,Shirt,Clothing,64,Medium-High Spend ? 60–79 ,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly
207,24,18 - 25,Male,T-shirt,Clothing,55, Medium-Low Spend ? 40–59 ,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
208,62,55 - 70,Male,Gloves,Accessories,91,High Spend ? 80–100,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Fortnightly
209,57,55 - 70,Male,Skirt,Clothing,38,Low Spend ? 20–39,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly
210,55,55 - 70,Male,Sandals,Footwear,97,High Spend ? 80–100,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Quarterly
211,45,44 - 54,Male,Jacket,Outerwear,22,Low Spend ? 20–39,Vermont,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
212,69,55 - 70,Male,Skirt,Clothing,92,High Spend ? 80–100,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
213,67,55 - 70,Male,Handbag,Accessories,84,High Spend ? 80–100,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually
214,30,25 - 34,Male,Handbag,Accessories,93,High Spend ? 80–100,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Quarterly
215,24,18 - 25,Male,Jacket,Outerwear,50, Medium-Low Spend ? 40–59 ,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Quarterly
216,62,55 - 70,Male,Scarf,Accessories,64,Medium-High Spend ? 60–79 ,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Fortnightly
217,43,35 - 44,Male,Shorts,Clothing,61,Medium-High Spend ? 60–79 ,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly
218,35,35 - 44,Male,Sunglasses,Accessories,48, Medium-Low Spend ? 40–59 ,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
219,28,25 - 34,Male,T-shirt,Clothing,45, Medium-Low Spend ? 40–59 ,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
220,32,25 - 34,Male,Belt,Accessories,88,High Spend ? 80–100,Nevada,M,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly
221,39,35 - 44,Male,Sneakers,Footwear,57, Medium-Low Spend ? 40–59 ,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly
222,28,25 - 34,Male,Hat,Accessories,68,Medium-High Spend ? 60–79 ,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
223,47,44 - 54,Male,Gloves,Accessories,94,High Spend ? 80–100,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
224,20,18 - 25,Male,Pants,Clothing,41, Medium-Low Spend ? 40–59 ,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually
225,63,55 - 70,Male,Socks,Clothing,83,High Spend ? 80–100,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Quarterly
226,25,18 - 25,Male,Jacket,Outerwear,22,Low Spend ? 20–39,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
227,29,25 - 34,Male,Shoes,Footwear,74,Medium-High Spend ? 60–79 ,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
228,50,44 - 54,Male,Jeans,Clothing,90,High Spend ? 80–100,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly
229,18,18 - 25,Male,Socks,Clothing,79,Medium-High Spend ? 60–79 ,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually
230,70,55 - 70,Male,Sandals,Footwear,28,Low Spend ? 20–39,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Quarterly
231,66,55 - 70,Male,Scarf,Accessories,88,High Spend ? 80–100,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually
232,28,25 - 34,Male,Blouse,Clothing,26,Low Spend ? 20–39,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Quarterly
233,54,44 - 54,Male,Jewelry,Accessories,27,Low Spend ? 20–39,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Fortnightly
234,19,18 - 25,Male,Sweater,Clothing,83,High Spend ? 80–100,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Quarterly
235,20,18 - 25,Male,Gloves,Accessories,39,Low Spend ? 20–39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,43,35 - 44,Male,Sunglasses,Accessories,89,High Spend ? 80–100,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,38,35 - 44,Male,Coat,Outerwear,68,Medium-High Spend ? 60–79 ,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,50,44 - 54,Male,Dress,Clothing,90,High Spend ? 80–100,Iowa,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,64,55 - 70,Male,Skirt,Clothing,34,Low Spend ? 20–39,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
240,49,44 - 54,Male,Pants,Clothing,51, Medium-Low Spend ? 40–59 ,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Fortnightly
241,47,44 - 54,Male,Sweater,Clothing,45, Medium-Low Spend ? 40–59 ,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,36,35 - 44,Male,Hoodie,Clothing,88,High Spend ? 80–100,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Fortnightly
243,55,55 - 70,Male,Coat,Outerwear,85,High Spend ? 80–100,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Quarterly
244,25,18 - 25,Male,Jewelry,Accessories,100,High Spend ? 80–100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,53,44 - 54,Male,Belt,Accessories,42, Medium-Low Spend ? 40–59 ,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,49,44 - 54,Male,Sandals,Footwear,53, Medium-Low Spend ? 40–59 ,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,35,35 - 44,Male,Sunglasses,Accessories,86,High Spend ? 80–100,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Fortnightly
248,29,25 - 34,Male,Sweater,Clothing,66,Medium-High Spend ? 60–79 ,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
249,47,44 - 54,Male,Belt,Accessories,100,High Spend ? 80–100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly
250,53,44 - 54,Male,Handbag,Accessories,47, Medium-Low Spend ? 40–59 ,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually
251,33,25 - 34,Male,Skirt,Clothing,25,Low Spend ? 20–39,Mississippi,L,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly
252,21,18 - 25,Male,Handbag,Accessories,51, Medium-Low Spend ? 40–59 ,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually
253,32,25 - 34,Male,Shorts,Clothing,41, Medium-Low Spend ? 40–59 ,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,52,44 - 54,Male,Boots,Footwear,73,Medium-High Spend ? 60–79 ,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Fortnightly
255,67,55 - 70,Male,Sunglasses,Accessories,42, Medium-Low Spend ? 40–59 ,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Fortnightly
256,43,35 - 44,Male,Scarf,Accessories,20,Low Spend ? 20–39,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,58,55 - 70,Male,Jewelry,Accessories,30,Low Spend ? 20–39,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Quarterly
258,20,18 - 25,Male,Handbag,Accessories,53, Medium-Low Spend ? 40–59 ,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
259,61,55 - 70,Male,Gloves,Accessories,74,Medium-High Spend ? 60–79 ,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
260,32,25 - 34,Male,Jeans,Clothing,57, Medium-Low Spend ? 40–59 ,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
261,38,35 - 44,Male,Hat,Accessories,57, Medium-Low Spend ? 40–59 ,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Quarterly
262,21,18 - 25,Male,Jeans,Clothing,77,Medium-High Spend ? 60–79 ,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
263,37,35 - 44,Male,Pants,Clothing,40, Medium-Low Spend ? 40–59 ,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,27,25 - 34,Male,Shorts,Clothing,46, Medium-Low Spend ? 40–59 ,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,36,35 - 44,Male,Pants,Clothing,78,Medium-High Spend ? 60–79 ,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
266,32,25 - 34,Male,Backpack,Accessories,59, Medium-Low Spend ? 40–59 ,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Fortnightly
267,51,44 - 54,Male,Jewelry,Accessories,75,Medium-High Spend ? 60–79 ,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
268,64,55 - 70,Male,Sweater,Clothing,54, Medium-Low Spend ? 40–59 ,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,68,55 - 70,Male,Shoes,Footwear,42, Medium-Low Spend ? 40–59 ,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
270,68,55 - 70,Male,Blouse,Clothing,44, Medium-Low Spend ? 40–59 ,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Fortnightly
271,33,25 - 34,Male,Jeans,Clothing,52, Medium-Low Spend ? 40–59 ,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,65,55 - 70,Male,Sunglasses,Accessories,69,Medium-High Spend ? 60–79 ,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
273,48,44 - 54,Male,Jewelry,Accessories,26,Low Spend ? 20–39,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Fortnightly
274,69,55 - 70,Male,Coat,Outerwear,33,Low Spend ? 20–39,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
275,59,55 - 70,Male,Jewelry,Accessories,32,Low Spend ? 20–39,Maryland,M,Indigo,Spring,3,Yes,Express,Yes,Yes,28,Cash,Fortnightly
276,48,44 - 54,Male,Backpack,Accessories,85,High Spend ? 80–100,Virginia,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly
277,25,18 - 25,Male,Skirt,Clothing,30,Low Spend ? 20–39,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,29,25 - 34,Male,Shirt,Clothing,29,Low Spend ? 20–39,Georgia,M,Green,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Fortnightly
279,57,55 - 70,Male,Sweater,Clothing,95,High Spend ? 80–100,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
280,23,18 - 25,Male,Sneakers,Footwear,69,Medium-High Spend ? 60–79 ,Arkansas,L,Turquoise,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,45,44 - 54,Male,Sandals,Footwear,69,Medium-High Spend ? 60–79 ,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly
282,38,35 - 44,Male,Belt,Accessories,61,Medium-High Spend ? 60–79 ,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Fortnightly
283,21,18 - 25,Male,Skirt,Clothing,94,High Spend ? 80–100,Minnesota,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,32,25 - 34,Male,Sweater,Clothing,30,Low Spend ? 20–39,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
285,63,55 - 70,Male,Skirt,Clothing,45, Medium-Low Spend ? 40–59 ,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
286,29,25 - 34,Male,Handbag,Accessories,39,Low Spend ? 20–39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Fortnightly
287,27,25 - 34,Male,Jewelry,Accessories,51, Medium-Low Spend ? 40–59 ,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,56,55 - 70,Male,Scarf,Accessories,37,Low Spend ? 20–39,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,30,25 - 34,Male,T-shirt,Clothing,62,Medium-High Spend ? 60–79 ,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Fortnightly
290,49,44 - 54,Male,Coat,Outerwear,85,High Spend ? 80–100,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,58,55 - 70,Male,T-shirt,Clothing,33,Low Spend ? 20–39,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
292,57,55 - 70,Male,Dress,Clothing,26,Low Spend ? 20–39,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,60,55 - 70,Male,Shoes,Footwear,99,High Spend ? 80–100,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,69,55 - 70,Male,Handbag,Accessories,39,Low Spend ? 20–39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
295,70,55 - 70,Male,Skirt,Clothing,20,Low Spend ? 20–39,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Quarterly
296,53,44 - 54,Male,Sunglasses,Accessories,42, Medium-Low Spend ? 40–59 ,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,25,18 - 25,Male,Sandals,Footwear,74,Medium-High Spend ? 60–79 ,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
298,48,44 - 54,Male,Shoes,Footwear,26,Low Spend ? 20–39,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Fortnightly
299,69,55 - 70,Male,T-shirt,Clothing,53, Medium-Low Spend ? 40–59 ,Maryland,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Quarterly
300,25,18 - 25,Male,Sneakers,Footwear,80,High Spend ? 80–100,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
301,29,25 - 34,Male,Hat,Accessories,98,High Spend ? 80–100,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
302,46,44 - 54,Male,Skirt,Clothing,95,High Spend ? 80–100,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Quarterly
303,37,35 - 44,Male,Sweater,Clothing,44, Medium-Low Spend ? 40–59 ,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Quarterly
304,20,18 - 25,Male,Sandals,Footwear,60,Medium-High Spend ? 60–79 ,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
305,40,35 - 44,Male,Dress,Clothing,84,High Spend ? 80–100,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Fortnightly
